Year,Player,Salary,Position,Team
2007,Derek Jeter,21600000,Shortstop,New York Yankees
2007,Andy Pettitte,16000000,Pitcher,New York Yankees
2007,Bobby Abreu,15000000,Outfielder,New York Yankees
2007,Johnny Damon,13000000,Outfielder,New York Yankees
2007,Hideki Matsui,13000000,Outfielder,New York Yankees
2007,Jorge Posada,12000000,Catcher,New York Yankees
2007,Mike Mussina,11070423,Pitcher,New York Yankees
2007,Mariano Rivera,10500000,Pitcher,New York Yankees
2007,Carl Pavano,10000000,Pitcher,New York Yankees
2007,Kyle Farnsworth,5666667,Pitcher,New York Yankees
2007,Kei Igawa,4000000,Pitcher,New York Yankees
2007,Luis Vizcaino,3000000,Pitcher,New York Yankees
2007,Doug Mientkiewicz,1500000,First Baseman,New York Yankees
2007,Mike Myers,1250000,Pitcher,New York Yankees
2007,Miguel Cairo,750000,Second Baseman,New York Yankees
2007,Josh Phelps,600000,First Baseman,New York Yankees
2007,Robinson Cano,490800,Second Baseman,New York Yankees
2007,Chien-Ming Wang,489500,Pitcher,New York Yankees
2007,Scott Proctor,455923,Pitcher,New York Yankees
2007,Melky Cabrera,432400,Outfielder,New York Yankees
2007,Brian Bruney,395545,Pitcher,New York Yankees
2007,Jeffrey Karstens,389495,Pitcher,New York Yankees
2007,Darrell Rasner,384523,Pitcher,New York Yankees
2007,Enger Veras,382475,Pitcher,New York Yankees
2007,Wil Nieves,382150,Catcher,New York Yankees
2007,Sean Henn,382048,Pitcher,New York Yankees
2007,Humberto Sanchez,380000,Pitcher,New York Yankees
2008,Torii Hunter,16500000,Outfielder,Los Angeles Angels
2008,Vladimir Guerrero,15500000,Outfielder,Los Angeles Angels
2008,Garret Anderson,12600000,Outfielder,Los Angeles Angels
2008,Jon Garland,12000000,Pitcher,Los Angeles Angels
2008,Francisco Rodriguez,10000000,Pitcher,Los Angeles Angels
2008,Kelvim Escobar,9500000,Pitcher,Los Angeles Angels
2008,Gary Matthews,9400000,Outfielder,Los Angeles Angels
2008,John Lackey,7333333,Pitcher,Los Angeles Angels
2008,Chone Figgins,4750000,Third Baseman,Los Angeles Angels
2008,Scot Shields,4250000,Pitcher,Los Angeles Angels
2008,Justin Speier,4250000,Pitcher,Los Angeles Angels
2008,Juan Rivera,2025000,Outfielder,Los Angeles Angels
2008,Darren Oliver,2000000,Pitcher,Los Angeles Angels
2008,Casey Kotchman,1450000,First Baseman,Los Angeles Angels
2008,Maicer Izturis,1200000,Shortstop,Los Angeles Angels
2008,Robb Quinlan,1050000,First Baseman,Los Angeles Angels
2008,Jered Weaver,435000,Pitcher,Los Angeles Angels
2008,Howie Kendrick,432500,Second Baseman,Los Angeles Angels
2008,Reggie Willits,432500,Outfielder,Los Angeles Angels
2008,Mike Napoli,425000,Catcher,Los Angeles Angels
2008,Joe Saunders,425000,Pitcher,Los Angeles Angels
2008,Dustin Moseley,420000,Pitcher,Los Angeles Angels
2008,Ervin Santana,420000,Pitcher,Los Angeles Angels
2008,Erick Aybar,415000,Shortstop,Los Angeles Angels
2008,Chris Bootcheck,415000,Pitcher,Los Angeles Angels
2008,Jeff Mathis,415000,Catcher,Los Angeles Angels
2008,Jason Bulger,392000,Pitcher,Los Angeles Angels
2008,Rich G. Thompson,391000,Pitcher,Los Angeles Angels
2008,Darren O'Day,390000,Pitcher,Los Angeles Angels
2008,Miguel Tejada,14811414,Shortstop,Houston Astros
2008,Lance Berkman,14500000,First Baseman,Houston Astros
2008,Roy Oswalt,13000000,Pitcher,Houston Astros
2008,Carlos Lee,12500000,Outfielder,Houston Astros
2008,Kazuo Matsui,5500000,Second Baseman,Houston Astros
2008,Jose Valverde,4700000,Pitcher,Houston Astros
2008,Ty Wigginton,4350000,Third Baseman,Houston Astros
2008,Mark Loretta,2750000,Second Baseman,Houston Astros
2008,Doug Brocail,2500000,Pitcher,Houston Astros
2008,Brad Ausmus,2000000,Catcher,Houston Astros
2008,Shawn Chacon,2000000,Pitcher,Houston Astros
2008,Geoff Geary,1125000,Pitcher,Houston Astros
2008,Oscar Villarreal,1125000,Pitcher,Houston Astros
2008,Geoff Blum,1100000,Second Baseman,Houston Astros
2008,Darin Erstad,1000000,First Baseman,Houston Astros
2008,Brandon Backe,800000,Pitcher,Houston Astros
2008,Dave Borkowski,800000,Pitcher,Houston Astros
2008,Jose Cruz Jr.,650000,Outfielder,Houston Astros
2008,Brian Moehler,500000,Pitcher,Houston Astros
2008,Wandy Rodriguez,451000,Pitcher,Houston Astros
2008,Humberto Quintero,405000,Catcher,Houston Astros
2008,Chris Sampson,401000,Pitcher,Houston Astros
2008,Michael Bourn,396000,Outfielder,Houston Astros
2008,Hunter Pence,396000,Outfielder,Houston Astros
2008,Felipe Paulino,390000,Pitcher,Houston Astros
2008,J.R. Towles,390000,Catcher,Houston Astros
2008,Wesley Wright,390000,Pitcher,Houston Astros
2008,Eric Chavez,11500000,Third Baseman,Oakland Athletics
2008,Mark Ellis,5000000,Second Baseman,Oakland Athletics
2008,Rich Harden,4750000,Pitcher,Oakland Athletics
2008,Joe Blanton,3700000,Pitcher,Oakland Athletics
2008,Bobby Crosby,3550000,Shortstop,Oakland Athletics
2008,Huston Street,3300000,Pitcher,Oakland Athletics
2008,Alan Embree,3107126,Pitcher,Oakland Athletics
2008,Chad Gaudin,1775000,Pitcher,Oakland Athletics
2008,Emil Brown,1400000,Outfielder,Oakland Athletics
2008,Justin Duchscherer,1200000,Pitcher,Oakland Athletics
2008,Kiko Calero,1000000,Pitcher,Oakland Athletics
2008,Lenny DiNardo,900000,Pitcher,Oakland Athletics
2008,Keith Foulke,700000,Pitcher,Oakland Athletics
2008,Mike Sweeney,500000,First Baseman,Oakland Athletics
2008,Rob Bowen,410000,Catcher,Oakland Athletics
2008,Jack Cust,410000,Designated Hitter,Oakland Athletics
2008,Dan Johnson,410000,First Baseman,Oakland Athletics
2008,Travis Buck,400000,Outfielder,Oakland Athletics
2008,Santiago Casilla,400000,Pitcher,Oakland Athletics
2008,Chris Denorfia,400000,Outfielder,Oakland Athletics
2008,Donnie Murphy,400000,Second Baseman,Oakland Athletics
2008,Andrew Brown,395000,Pitcher,Oakland Athletics
2008,Dana Eveland,395000,Pitcher,Oakland Athletics
2008,Jack Hannahan,395000,Third Baseman,Oakland Athletics
2008,Kurt Suzuki,395000,Catcher,Oakland Athletics
2008,Ryan Sweeney,395000,Outfielder,Oakland Athletics
2008,Daric Barton,390000,First Baseman,Oakland Athletics
2008,Fernando Hernandez,390000,Pitcher,Oakland Athletics
2008,A.J. Burnett,13200000,Pitcher,Toronto Blue Jays
2008,Frank Thomas,12560000,Designated Hitter,Toronto Blue Jays
2008,B.J. Ryan,12000000,Pitcher,Toronto Blue Jays
2008,Scott Rolen,11625000,Third Baseman,Toronto Blue Jays
2008,Roy Halladay,10000000,Pitcher,Toronto Blue Jays
2008,Lyle Overbay,6750000,First Baseman,Toronto Blue Jays
2008,Alex Rios,4835000,Outfielder,Toronto Blue Jays
2008,David Eckstein,4500000,Shortstop,Toronto Blue Jays
2008,Gregg Zaun,3750000,Catcher,Toronto Blue Jays
2008,Vernon Wells,3687500,Outfielder,Toronto Blue Jays
2008,Scott Downs,2250000,Pitcher,Toronto Blue Jays
2008,John McDonald,1900000,Shortstop,Toronto Blue Jays
2008,Matt Stairs,1625000,Outfielder,Toronto Blue Jays
2008,Marco Scutaro,1550000,Shortstop,Toronto Blue Jays
2008,Shannon Stewart,1500000,Outfielder,Toronto Blue Jays
2008,Jason Frasor,1125000,Pitcher,Toronto Blue Jays
2008,Rod Barajas,700000,Catcher,Toronto Blue Jays
2008,Brian Tallet,640000,Pitcher,Toronto Blue Jays
2008,Aaron Hill,410000,Second Baseman,Toronto Blue Jays
2008,Dustin McGowan,404100,Pitcher,Toronto Blue Jays
2008,Casey Janssen,403900,Pitcher,Toronto Blue Jays
2008,Shaun Marcum,402500,Pitcher,Toronto Blue Jays
2008,Brandon League,400300,Pitcher,Toronto Blue Jays
2008,Jesse Litsch,395800,Pitcher,Toronto Blue Jays
2008,Brian Wolfe,395500,Pitcher,Toronto Blue Jays
2008,Jeremy Accardo,392200,Pitcher,Toronto Blue Jays
2008,Buck Coats,392100,Outfielder,Toronto Blue Jays
2008,Mike Hampton,15975184,Pitcher,Atlanta Braves
2008,Tim Hudson,15500000,Pitcher,Atlanta Braves
2008,John Smoltz,14000000,Pitcher,Atlanta Braves
2008,Mark Teixeira,12500000,First Baseman,Atlanta Braves
2008,Chipper Jones,12333333,Third Baseman,Atlanta Braves
2008,Tom Glavine,8000000,Pitcher,Atlanta Braves
2008,Mark Kotsay,7000000,Outfielder,Atlanta Braves
2008,Rafael Soriano,2650000,Pitcher,Atlanta Braves
2008,Mike Gonzalez,2362500,Pitcher,Atlanta Braves
2008,Will Ohman,1600000,Pitcher,Atlanta Braves
2008,Omar Infante,1400000,Shortstop,Atlanta Braves
2008,Matt Diaz,1225000,Outfielder,Atlanta Braves
2008,Brian McCann,966666,Catcher,Atlanta Braves
2008,Jeff Francoeur,460000,Outfielder,Atlanta Braves
2008,Kelly Johnson,430000,Second Baseman,Atlanta Braves
2008,Chuck James,427500,Pitcher,Atlanta Braves
2008,Peter Moylan,410000,Pitcher,Atlanta Braves
2008,Ruben Gotay,403000,Second Baseman,Atlanta Braves
2008,Yunel Escobar,402500,Shortstop,Atlanta Braves
2008,Jeff Bennett,400000,Pitcher,Atlanta Braves
2008,Corky Miller,400000,Catcher,Atlanta Braves
2008,Royce Ring,397500,Pitcher,Atlanta Braves
2008,Manny Acosta,392500,Pitcher,Atlanta Braves
2008,Gregor Blanco,390000,Outfielder,Atlanta Braves
2008,Blaine Boyer,390000,Pitcher,Atlanta Braves
2008,Jair Jurrjens,390000,Pitcher,Atlanta Braves
2008,Anthony Lerew,390000,Pitcher,Atlanta Braves
2008,Brayan Pena,390000,Catcher,Atlanta Braves
2008,Martin Prado,390000,Second Baseman,Atlanta Braves
2008,Chris Resop,390000,Pitcher,Atlanta Braves
2008,Ben Sheets,12125000,Pitcher,Milwaukee Brewers
2008,Eric Gagne,10000000,Pitcher,Milwaukee Brewers
2008,Jeff Suppan,8250000,Pitcher,Milwaukee Brewers
2008,Mike Cameron,6250000,Outfielder,Milwaukee Brewers
2008,Bill Hall,4925000,Third Baseman,Milwaukee Brewers
2008,Jason Kendall,4250000,Catcher,Milwaukee Brewers
2008,David Riske,4000000,Pitcher,Milwaukee Brewers
2008,Chris Capuano,3750000,Pitcher,Milwaukee Brewers
2008,Derrick Turnbow,3370666,Pitcher,Milwaukee Brewers
2008,Salomon Torres,3333333,Pitcher,Milwaukee Brewers
2008,Guillermo Mota,3200000,Pitcher,Milwaukee Brewers
2008,Craig Counsell,2800000,Second Baseman,Milwaukee Brewers
2008,J.J. Hardy,2650000,Shortstop,Milwaukee Brewers
2008,David Bush,2550000,Pitcher,Milwaukee Brewers
2008,Brian Shouse,2000000,Pitcher,Milwaukee Brewers
2008,Rickie Weeks,1056000,Second Baseman,Milwaukee Brewers
2008,Gabe Kapler,800000,Outfielder,Milwaukee Brewers
2008,Seth McClung,750000,Pitcher,Milwaukee Brewers
2008,Prince Fielder,670000,First Baseman,Milwaukee Brewers
2008,Randy Choate,500000,Pitcher,Milwaukee Brewers
2008,Ryan J. Braun,455000,Outfielder,Milwaukee Brewers
2008,Corey Hart,444000,Outfielder,Milwaukee Brewers
2008,Gabe Gross,414000,Outfielder,Milwaukee Brewers
2008,Carlos Villanueva,413000,Pitcher,Milwaukee Brewers
2008,Yovani Gallardo,404000,Pitcher,Milwaukee Brewers
2008,Tony Gwynn Jr.,397500,Outfielder,Milwaukee Brewers
2008,Mike Rivera,395000,Catcher,Milwaukee Brewers
2008,Joe Dillon,393000,Second Baseman,Milwaukee Brewers
2008,Manny Parra,392000,Pitcher,Milwaukee Brewers
2008,Albert Pujols,13870949,First Baseman,St. Louis Cardinals
2008,Troy Glaus,12500000,Third Baseman,St. Louis Cardinals
2008,Chris Carpenter,10500000,Pitcher,St. Louis Cardinals
2008,Jason Isringhausen,8000000,Pitcher,St. Louis Cardinals
2008,Mark Mulder,7000000,Pitcher,St. Louis Cardinals
2008,Juan Encarnacion,6500000,Outfielder,St. Louis Cardinals
2008,Braden Looper,5500000,Pitcher,St. Louis Cardinals
2008,Joel Pineiro,5500000,Pitcher,St. Louis Cardinals
2008,Kyle Lohse,4250000,Pitcher,St. Louis Cardinals
2008,Adam Kennedy,3500000,Second Baseman,St. Louis Cardinals
2008,Russ Springer,3500000,Pitcher,St. Louis Cardinals
2008,Cesar Izturis,2850000,Shortstop,St. Louis Cardinals
2008,Ryan Franklin,2250000,Pitcher,St. Louis Cardinals
2008,Yadier Molina,1812500,Catcher,St. Louis Cardinals
2008,Aaron Miles,1400000,Second Baseman,St. Louis Cardinals
2008,Matt Clement,1250000,Pitcher,St. Louis Cardinals
2008,Randy Flores,1000000,Pitcher,St. Louis Cardinals
2008,Todd Wellemeyer,1000000,Pitcher,St. Louis Cardinals
2008,Rick Ankiel,900000,Outfielder,St. Louis Cardinals
2008,Jason LaRue,850000,Catcher,St. Louis Cardinals
2008,Adam Wainwright,687500,Pitcher,St. Louis Cardinals
2008,Ron Villone,600000,Pitcher,St. Louis Cardinals
2008,Chris Duncan,439000,Outfielder,St. Louis Cardinals
2008,Brad Thompson,414000,Pitcher,St. Louis Cardinals
2008,Ryan Ludwick,411000,Outfielder,St. Louis Cardinals
2008,Tyler Johnson,398000,Pitcher,St. Louis Cardinals
2008,Skip Schumaker,396000,Outfielder,St. Louis Cardinals
2008,Brendan Ryan,393000,Shortstop,St. Louis Cardinals
2008,Anthony Reyes,392500,Pitcher,St. Louis Cardinals
2008,Brian Barton,390000,Outfielder,St. Louis Cardinals
2008,Josh Kinney,390000,Pitcher,St. Louis Cardinals
2008,Kyle McClellan,390000,Pitcher,St. Louis Cardinals
2008,Rico Washington,390000,Shortstop,St. Louis Cardinals
2008,Carlos Zambrano,16000000,Pitcher,Chicago Cubs
2008,Aramis Ramirez,15000000,Third Baseman,Chicago Cubs
2008,Alfonso Soriano,14000000,Outfielder,Chicago Cubs
2008,Derrek Lee,13250000,First Baseman,Chicago Cubs
2008,Ted Lilly,8000000,Pitcher,Chicago Cubs
2008,Ryan Dempster,7333333,Pitcher,Chicago Cubs
2008,Kosuke Fukudome,7000000,Outfielder,Chicago Cubs
2008,Jason Marquis,6375000,Pitcher,Chicago Cubs
2008,Mark De Rosa,4750000,Second Baseman,Chicago Cubs
2008,Bobby Howry,4500000,Pitcher,Chicago Cubs
2008,Kerry Wood,4200000,Pitcher,Chicago Cubs
2008,Scott Eyre,3800000,Pitcher,Chicago Cubs
2008,Jon Lieber,3500000,Pitcher,Chicago Cubs
2008,Henry Blanco,3175000,Catcher,Chicago Cubs
2008,Reed Johnson,1300000,Outfielder,Chicago Cubs
2008,Daryle Ward,1200000,First Baseman,Chicago Cubs
2008,Michael Wuertz,860000,Pitcher,Chicago Cubs
2008,Rich Hill,445000,Pitcher,Chicago Cubs
2008,Carlos Marmol,430000,Pitcher,Chicago Cubs
2008,Ryan Theriot,428000,Shortstop,Chicago Cubs
2008,Ronny Cedeno,407000,Shortstop,Chicago Cubs
2008,Mike Fontenot,405000,Second Baseman,Chicago Cubs
2008,Felix Pie,401500,Outfielder,Chicago Cubs
2008,Angel Guzman,401000,Pitcher,Chicago Cubs
2008,Geovany Soto,401000,Catcher,Chicago Cubs
2008,Kevin Hart,392500,Pitcher,Chicago Cubs
2008,Carmen Pignatiello,391500,Pitcher,Chicago Cubs
2008,Randy Johnson,15100546,Pitcher,Arizona Diamondbacks
2008,Doug Davis,7750000,Pitcher,Arizona Diamondbacks
2008,Eric Byrnes,6666666,Outfielder,Arizona Diamondbacks
2008,Orlando Hudson,6250000,Second Baseman,Arizona Diamondbacks
2008,Brandon Webb,5500000,Pitcher,Arizona Diamondbacks
2008,Danny Haren,4050000,Pitcher,Arizona Diamondbacks
2008,Chad Tracy,4000000,Third Baseman,Arizona Diamondbacks
2008,Brandon Lyon,3125000,Pitcher,Arizona Diamondbacks
2008,Juan Cruz,1937500,Pitcher,Arizona Diamondbacks
2008,Chris Snyder,1875000,Catcher,Arizona Diamondbacks
2008,Stephen Drew,1500000,Shortstop,Arizona Diamondbacks
2008,Chad Qualls,1312500,Pitcher,Arizona Diamondbacks
2008,Chris Burke,955000,Outfielder,Arizona Diamondbacks
2008,Augie Ojeda,550000,Shortstop,Arizona Diamondbacks
2008,Conor Jackson,419500,First Baseman,Arizona Diamondbacks
2008,Edgar Gerardo Gonzalez,411000,Pitcher,Arizona Diamondbacks
2008,Robby Hammock,409500,Catcher,Arizona Diamondbacks
2008,Brandon Medders,409500,Pitcher,Arizona Diamondbacks
2008,Chris B. Young,406000,Outfielder,Arizona Diamondbacks
2008,Tony (Antonio) Pena,405500,Pitcher,Arizona Diamondbacks
2008,Micah Owings,402000,Pitcher,Arizona Diamondbacks
2008,Miguel Montero,400500,Catcher,Arizona Diamondbacks
2008,Doug Slaten,400500,Pitcher,Arizona Diamondbacks
2008,Mark Reynolds,396500,Shortstop,Arizona Diamondbacks
2008,Yusmeiro Petit,394000,Pitcher,Arizona Diamondbacks
2008,Jeff Salazar,393000,Outfielder,Arizona Diamondbacks
2008,Justin Upton,393000,Outfielder,Arizona Diamondbacks
2008,Alex Romero,390000,Outfielder,Arizona Diamondbacks
2008,Rafael Furcal,15730195,Shortstop,Los Angeles Dodgers
2008,Jason Schmidt,15217401,Pitcher,Los Angeles Dodgers
2008,Andruw Jones,14726910,Outfielder,Los Angeles Dodgers
2008,Derek Lowe,10000000,Pitcher,Los Angeles Dodgers
2008,Nomar Garciaparra,9516697,First Baseman,Los Angeles Dodgers
2008,Brad Penny,9250000,Pitcher,Los Angeles Dodgers
2008,Jeff Kent,9000000,Second Baseman,Los Angeles Dodgers
2008,Juan Pierre,8000000,Outfielder,Los Angeles Dodgers
2008,Esteban Loaiza,7500000,Pitcher,Los Angeles Dodgers
2008,Hiroki Kuroda,7433333,Pitcher,Los Angeles Dodgers
2008,Takashi Saito,2000000,Pitcher,Los Angeles Dodgers
2008,Joe Beimel,1925000,Pitcher,Los Angeles Dodgers
2008,Scott Proctor,1115000,Pitcher,Los Angeles Dodgers
2008,Gary Bennett,825000,Catcher,Los Angeles Dodgers
2008,Mark Sweeney,600000,First Baseman,Los Angeles Dodgers
2008,Russell Martin,500000,Catcher,Los Angeles Dodgers
2008,Jonathan Broxton,454000,Pitcher,Los Angeles Dodgers
2008,Andre Ethier,424500,Outfielder,Los Angeles Dodgers
2008,Chad Billingsley,415000,Pitcher,Los Angeles Dodgers
2008,James Loney,411000,First Baseman,Los Angeles Dodgers
2008,Matt Kemp,406000,Outfielder,Los Angeles Dodgers
2008,Angel Chavez,400000,Third Baseman,Los Angeles Dodgers
2008,Tony Abreu,393000,Third Baseman,Los Angeles Dodgers
2008,Andy LaRoche,392500,Third Baseman,Los Angeles Dodgers
2008,Hong-Chih Kuo,392000,Pitcher,Los Angeles Dodgers
2008,Delwyn Young,391000,Outfielder,Los Angeles Dodgers
2008,Blake DeWitt,390000,Third Baseman,Los Angeles Dodgers
2008,Chin-Lung Hu,390000,Shortstop,Los Angeles Dodgers
2008,Ramon Troncoso,390000,Pitcher,Los Angeles Dodgers
2008,Barry Zito,14500000,Pitcher,San Francisco Giants
2008,Aaron Rowand,9600000,Outfielder,San Francisco Giants
2008,Randy Winn,8875000,Outfielder,San Francisco Giants
2008,Ray Durham,7500000,Second Baseman,San Francisco Giants
2008,Dave Roberts,6500000,Outfielder,San Francisco Giants
2008,Bengie Molina,6250000,Catcher,San Francisco Giants
2008,Omar Vizquel,5000000,Shortstop,San Francisco Giants
2008,Rich Aurilia,4500000,Third Baseman,San Francisco Giants
2008,Noah Lowry,2500000,Pitcher,San Francisco Giants
2008,Brad Hennessey,1600000,Pitcher,San Francisco Giants
2008,Kevin Correia,1075000,Pitcher,San Francisco Giants
2008,Matt Cain,950000,Pitcher,San Francisco Giants
2008,Vinny Chulk,837500,Pitcher,San Francisco Giants
2008,Tyler Walker,750000,Pitcher,San Francisco Giants
2008,Jose Castillo,650000,Shortstop,San Francisco Giants
2008,Tim Lincecum,405000,Pitcher,San Francisco Giants
2008,Jack Taschner,400500,Pitcher,San Francisco Giants
2008,Kevin Frandsen,397500,Second Baseman,San Francisco Giants
2008,Jonathan Sanchez,395000,Pitcher,San Francisco Giants
2008,Rajai Davis,392500,Outfielder,San Francisco Giants
2008,Brian Wilson,392500,Pitcher,San Francisco Giants
2008,Fred Lewis,392000,Outfielder,San Francisco Giants
2008,Dan Ortmeier,392000,First Baseman,San Francisco Giants
2008,Brian Bocock,390000,Shortstop,San Francisco Giants
2008,Stephen Holm,390000,Catcher,San Francisco Giants
2008,Erick Threets,390000,Pitcher,San Francisco Giants
2008,Merkin Valdez,390000,Pitcher,San Francisco Giants
2008,Eugenio Velez,390000,Second Baseman,San Francisco Giants
2008,Keiichi Yabu,390000,Pitcher,San Francisco Giants
2008,CC Sabathia,11000000,Pitcher,Cleveland Indians
2008,Jake Westbrook,10000000,Pitcher,Cleveland Indians
2008,Travis Hafner,8050000,Designated Hitter,Cleveland Indians
2008,Paul Byrd,7500000,Pitcher,Cleveland Indians
2008,Casey Blake,6100000,Third Baseman,Cleveland Indians
2008,Victor Martinez,4450000,Catcher,Cleveland Indians
2008,Joe Borowski,4000000,Pitcher,Cleveland Indians
2008,Cliff Lee,4000000,Pitcher,Cleveland Indians
2008,David Dellucci,3750000,Outfielder,Cleveland Indians
2008,Grady Sizemore,3166666,Outfielder,Cleveland Indians
2008,Masahide Kobayashi,3000000,Pitcher,Cleveland Indians
2008,Jhonny Peralta,2500000,Shortstop,Cleveland Indians
2008,Jason Michaels,2200000,Outfielder,Cleveland Indians
2008,Jamey Carroll,2150000,Second Baseman,Cleveland Indians
2008,Rafael Betancourt,2050000,Pitcher,Cleveland Indians
2008,Jorge Julio,1000000,Pitcher,Cleveland Indians
2008,Fausto Carmona,457800,Pitcher,Cleveland Indians
2008,Ryan Garko,420100,First Baseman,Cleveland Indians
2008,Rafael Perez,406700,Pitcher,Cleveland Indians
2008,Franklin Gutierrez,404400,Outfielder,Cleveland Indians
2008,Kelly Shoppach,404100,Catcher,Cleveland Indians
2008,Asdrubal Cabrera,393300,Shortstop,Cleveland Indians
2008,Jensen Lewis,393000,Pitcher,Cleveland Indians
2008,Craig Breslow,392000,Pitcher,Cleveland Indians
2008,Andy Marte,391600,Third Baseman,Cleveland Indians
2008,Shin-Soo Choo,390400,Outfielder,Cleveland Indians
2008,Ichiro Suzuki,17102149,Outfielder,Seattle Mariners
2008,Richie Sexson,15500000,First Baseman,Seattle Mariners
2008,Adrian Beltre,13400000,Third Baseman,Seattle Mariners
2008,Jarrod Washburn,9850000,Pitcher,Seattle Mariners
2008,Miguel Batista,9500000,Pitcher,Seattle Mariners
2008,Jose Vidro,8500000,Designated Hitter,Seattle Mariners
2008,Carlos Silva,8250000,Pitcher,Seattle Mariners
2008,Erik Bedard,7000000,Pitcher,Seattle Mariners
2008,Kenji Johjima,6383333,Catcher,Seattle Mariners
2008,Raul Ibanez,5500000,Outfielder,Seattle Mariners
2008,J.J. Putz,4400000,Pitcher,Seattle Mariners
2008,Brad Wilkerson,3000000,Outfielder,Seattle Mariners
2008,Jose C. Lopez,1750000,Second Baseman,Seattle Mariners
2008,Yuniesky Betancourt-Perez,1550000,Shortstop,Seattle Mariners
2008,Willie Bloomquist,1000000,Second Baseman,Seattle Mariners
2008,Miguel Cairo,850000,First Baseman,Seattle Mariners
2008,Felix Hernandez,540000,Pitcher,Seattle Mariners
2008,Jamie Burke,435000,Catcher,Seattle Mariners
2008,Sean Green,405000,Pitcher,Seattle Mariners
2008,Eric O'Flaherty,400000,Pitcher,Seattle Mariners
2008,Ryan Rowland-Smith,395000,Pitcher,Seattle Mariners
2008,Mike Morse,393500,Third Baseman,Seattle Mariners
2008,Cha Seung Baek,392500,Pitcher,Seattle Mariners
2008,Anderson Garcia,390000,Pitcher,Seattle Mariners
2008,Charlton Jimerson,390000,Outfielder,Seattle Mariners
2008,Mark Lowe,390000,Pitcher,Seattle Mariners
2008,Kevin Gregg,2500000,Pitcher,Florida Marlins
2008,Andrew Miller,2212500,Pitcher,Florida Marlins
2008,Luis E. Gonzalez,2000000,Outfielder,Florida Marlins
2008,Mark Hendrickson,1500000,Pitcher,Florida Marlins
2008,Sergio Mitre,1200000,Pitcher,Florida Marlins
2008,Alfredo Amezaga,945000,Shortstop,Florida Marlins
2008,Justin Miller,750000,Pitcher,Florida Marlins
2008,Matt Treanor,705000,Catcher,Florida Marlins
2008,Jorge Cantu,500000,Second Baseman,Florida Marlins
2008,Hanley Ramirez,439000,Shortstop,Florida Marlins
2008,Dan Uggla,417000,Second Baseman,Florida Marlins
2008,Scott Olsen,405000,Pitcher,Florida Marlins
2008,Josh Willingham,405000,Outfielder,Florida Marlins
2008,Lee Gardner,402500,Pitcher,Florida Marlins
2008,Jeremy Hermida,395000,Outfielder,Florida Marlins
2008,Mike Jacobs,395000,First Baseman,Florida Marlins
2008,Matt Lindstrom,395000,Pitcher,Florida Marlins
2008,Taylor Tankersley,392500,Pitcher,Florida Marlins
2008,Renyel Pinto,391500,Pitcher,Florida Marlins
2008,Henricus Vandenhurk,391500,Pitcher,Florida Marlins
2008,Robert Andino,390000,Shortstop,Florida Marlins
2008,Brett Carroll,390000,Outfielder,Florida Marlins
2008,Alejandro De Aza,390000,Outfielder,Florida Marlins
2008,Harvey Garcia,390000,Pitcher,Florida Marlins
2008,Paul Hoover,390000,Catcher,Florida Marlins
2008,Josh Johnson,390000,Pitcher,Florida Marlins
2008,Logan Kensing,390000,Pitcher,Florida Marlins
2008,Ricky Nolasco,390000,Pitcher,Florida Marlins
2008,Henry Owens,390000,Pitcher,Florida Marlins
2008,Mike Rabelo,390000,Catcher,Florida Marlins
2008,Cody Ross,390000,Outfielder,Florida Marlins
2008,Anibal Sanchez,390000,Pitcher,Florida Marlins
2008,Jason Wood,390000,Shortstop,Florida Marlins
2008,Carlos Beltran,18622809,Outfielder,New York Mets
2008,Johan Santana,16984216,Pitcher,New York Mets
2008,Carlos Delgado,16000000,First Baseman,New York Mets
2008,Pedro J. Martinez,11813351,Pitcher,New York Mets
2008,Billy Wagner,10500000,Pitcher,New York Mets
2008,Moises Alou,7500000,Outfielder,New York Mets
2008,Orlando Hernandez,7000000,Pitcher,New York Mets
2008,Oliver Perez,6500000,Pitcher,New York Mets
2008,Luis A. Castillo,6250000,Second Baseman,New York Mets
2008,David Wright,5250000,Third Baseman,New York Mets
2008,Brian Schneider,4900000,Catcher,New York Mets
2008,Jose Reyes,4375000,Shortstop,New York Mets
2008,Scott Schoeneweis,3600000,Pitcher,New York Mets
2008,Ryan Church,2000000,Outfielder,New York Mets
2008,Jorge Sosa,2000000,Pitcher,New York Mets
2008,Mike Pelfrey,1987500,Pitcher,New York Mets
2008,Ramon Castro,1975000,Catcher,New York Mets
2008,Endy Chavez,1800000,Outfielder,New York Mets
2008,Aaron Heilman,1200000,Pitcher,New York Mets
2008,Matt Wise,1200000,Pitcher,New York Mets
2008,Marlon Anderson,1050000,Second Baseman,New York Mets
2008,Pedro Feliciano,1025000,Pitcher,New York Mets
2008,Damion Easley,950000,Second Baseman,New York Mets
2008,Duaner Sanchez,850000,Pitcher,New York Mets
2008,John Maine,450000,Pitcher,New York Mets
2008,Ambiorix Burgos,415000,Pitcher,New York Mets
2008,Brian Stokes,402000,Pitcher,New York Mets
2008,Angel Pagan,401500,Outfielder,New York Mets
2008,Joe Smith,398000,Pitcher,New York Mets
2008,Jason Vargas,394000,Pitcher,New York Mets
2008,Chad Cordero,6200000,Pitcher,Washington Nationals
